date,zone,temp_moyenne_c,temp_min_c,temp_max_c
2024-05-18,Bourg-Ancien,18.44,15.67,23.62
2024-05-19,Bourg-Ancien,17.86,15.06,22.03
2024-05-20,Bourg-Ancien,11.92,10.12,16.36
2024-05-21,Bourg-Ancien,17.11,14.21,21.92
2024-05-22,Bourg-Ancien,15.77,14.47,20.88
2024-05-23,Bourg-Ancien,16.28,11.92,23.27
2024-05-24,Bourg-Ancien,16.53,11.88,22.14
2024-05-25,Bourg-Ancien,22.09,17.14,27.77
2024-05-26,Bourg-Ancien,15.34,8.71,20.07
2024-05-27,Bourg-Ancien,18.14,14.67,24.35
2024-05-28,Bourg-Ancien,17.97,12.66,26.61
2024-05-29,Bourg-Ancien,14.12,12.21,18.36
2024-05-30,Bourg-Ancien,19.86,15.88,24.37
2024-05-31,Bourg-Ancien,19.12,13.51,23.74
2024-06-01,Bourg-Ancien,17.91,13.41,21.21
2024-06-02,Bourg-Ancien,18.2,15.38,22.59
2024-06-03,Bourg-Ancien,13.78,8.72,20.33
2024-06-04,Bourg-Ancien,19.59,15.97,27.19
2024-06-05,Bourg-Ancien,21.52,16.8,24.88
2024-06-06,Bourg-Ancien,19.59,14.89,25.28
2024-06-07,Bourg-Ancien,19.41,18.25,20.24
2024-06-08,Bourg-Ancien,19.44,15.21,27.98
2024-06-09,Bourg-Ancien,23.22,17.69,29.3
2024-06-10,Bourg-Ancien,15.9,12.25,19.6
2024-06-11,Bourg-Ancien,16.98,14.43,22.54
2024-06-12,Bourg-Ancien,20.65,18.33,28.91
2024-06-13,Bourg-Ancien,14.65,12.54,18.77
2024-06-14,Bourg-Ancien,18.64,17.62,25.98
2024-06-15,Bourg-Ancien,21.5,16.51,27.27
2024-06-16,Bourg-Ancien,16.76,13.37,22.46
2024-06-17,Bourg-Ancien,15.91,11.95,21.71
2024-06-18,Bourg-Ancien,17.69,12.26,21.92
2024-06-19,Bourg-Ancien,18.91,14.08,26.56
2024-06-20,Bourg-Ancien,19.65,15.48,21.95
2024-06-21,Bourg-Ancien,19.74,15.45,25.26
2024-06-22,Bourg-Ancien,20.6,15.87,24.06
2024-06-23,Bourg-Ancien,17.8,14.42,20.83
2024-06-24,Bourg-Ancien,20.02,16.05,27.22
2024-06-25,Bourg-Ancien,19.55,18.61,29.01
2024-06-26,Bourg-Ancien,18.65,12.05,23.1
2024-06-27,Bourg-Ancien,21.15,15.56,29.8
2024-06-28,Bourg-Ancien,22.16,18.97,25.39
2024-06-29,Bourg-Ancien,22.76,19.19,30.91
2024-06-30,Bourg-Ancien,22.76,20.29,27.68
2024-07-01,Bourg-Ancien,20.08,17.08,22.79
2024-07-02,Bourg-Ancien,21.29,14.11,24.32
2024-07-03,Bourg-Ancien,16.76,10.36,24.12
2024-07-04,Bourg-Ancien,24.42,20.28,29.58
2024-07-05,Bourg-Ancien,17.62,12.95,20.35
2024-07-06,Bourg-Ancien,21.51,18.5,24.67
2024-07-07,Bourg-Ancien,24.88,21.51,31.17
2024-07-08,Bourg-Ancien,21.3,17.01,24.84
2024-07-09,Bourg-Ancien,19.72,13.58,26.66
2024-07-10,Bourg-Ancien,20.31,17.02,23.42
2024-07-11,Bourg-Ancien,17.41,13.17,20.92
2024-07-12,Bourg-Ancien,21.52,18.08,25.64
2024-07-13,Bourg-Ancien,26.17,19.86,31.38
2024-07-14,Bourg-Ancien,19.35,13.87,24.41
2024-07-15,Bourg-Ancien,20.69,14.54,26.88
2024-07-16,Bourg-Ancien,21.76,19.47,27.83
2024-07-17,Bourg-Ancien,24.48,20.86,29.09
2024-07-18,Bourg-Ancien,21.05,17.03,24.46
2024-07-19,Bourg-Ancien,17.35,14.24,22.54
2024-07-20,Bourg-Ancien,18.23,13.67,22.47
2024-07-21,Bourg-Ancien,23.37,18.28,25.95
2024-07-22,Bourg-Ancien,24.7,21.13,29.37
2024-07-23,Bourg-Ancien,20.42,15.81,24.83
2024-07-24,Bourg-Ancien,18.15,13.73,24.11
2024-07-25,Bourg-Ancien,14.94,11.81,19.35
2024-07-26,Bourg-Ancien,19.39,15.64,25.98
2024-07-27,Bourg-Ancien,21.23,19.15,25.99
2024-07-28,Bourg-Ancien,20.73,16.74,25.13
2024-07-29,Bourg-Ancien,27.56,22.96,33.28
2024-07-30,Bourg-Ancien,24.28,19.86,28.59
2024-07-31,Bourg-Ancien,20.94,18.13,26.34
2024-08-01,Bourg-Ancien,23.99,20.7,29.65
2024-08-02,Bourg-Ancien,22.34,21.0,26.92
2024-08-03,Bourg-Ancien,17.65,14.5,20.06
2024-08-04,Bourg-Ancien,23.08,19.73,27.7
2024-08-05,Bourg-Ancien,18.94,16.4,26.38
2024-08-06,Bourg-Ancien,19.46,15.11,24.29
2024-08-07,Bourg-Ancien,19.7,12.98,23.27
2024-08-08,Bourg-Ancien,23.46,23.06,26.93
2024-08-09,Bourg-Ancien,19.4,16.98,24.61
2024-08-10,Bourg-Ancien,20.95,14.17,27.03
2024-08-11,Bourg-Ancien,18.9,16.03,20.5
2024-08-12,Bourg-Ancien,24.22,22.16,28.27
2024-08-13,Bourg-Ancien,20.2,15.51,26.34
2024-08-14,Bourg-Ancien,18.31,16.2,22.69
2024-08-15,Bourg-Ancien,17.49,14.15,22.74
2024-08-16,Bourg-Ancien,23.32,18.2,26.63
2024-08-17,Bourg-Ancien,16.1,12.58,20.14
2024-08-18,Bourg-Ancien,23.13,20.91,24.0
2024-08-19,Bourg-Ancien,16.06,12.66,21.84
2024-08-20,Bourg-Ancien,15.61,12.56,23.09
2024-08-21,Bourg-Ancien,18.13,16.42,23.13
2024-08-22,Bourg-Ancien,18.0,12.69,23.52
2024-08-23,Bourg-Ancien,21.63,15.37,27.01
2024-08-24,Bourg-Ancien,18.81,13.64,22.09
2024-08-25,Bourg-Ancien,15.89,13.14,18.11
2024-08-26,Bourg-Ancien,20.57,15.76,23.4
2024-08-27,Bourg-Ancien,17.96,15.46,22.3
2024-08-28,Bourg-Ancien,22.74,21.24,27.7
2024-08-29,Bourg-Ancien,20.64,16.63,26.44
2024-08-30,Bourg-Ancien,21.11,18.62,27.09
2024-08-31,Bourg-Ancien,18.05,12.05,19.62
2024-09-01,Bourg-Ancien,19.45,13.66,25.0
2024-09-02,Bourg-Ancien,16.54,12.9,23.29
2024-09-03,Bourg-Ancien,21.68,19.22,26.15
2024-09-04,Bourg-Ancien,18.92,14.01,24.23
2024-09-05,Bourg-Ancien,15.5,11.64,19.2
2024-09-06,Bourg-Ancien,18.94,12.22,25.53
2024-09-07,Bourg-Ancien,20.51,16.76,21.39
2024-09-08,Bourg-Ancien,17.83,15.43,22.33
2024-09-09,Bourg-Ancien,17.06,12.01,21.89
2024-09-10,Bourg-Ancien,19.34,15.47,25.41
2024-09-11,Bourg-Ancien,16.22,10.95,20.33
2024-09-12,Bourg-Ancien,14.95,11.63,20.81
2024-09-13,Bourg-Ancien,13.96,8.01,18.79
2024-09-14,Bourg-Ancien,16.8,14.35,23.15
2024-09-15,Bourg-Ancien,18.21,14.59,24.7
2024-09-16,Bourg-Ancien,17.44,11.61,23.92
2024-09-17,Bourg-Ancien,16.92,11.0,20.28
2024-09-18,Bourg-Ancien,16.45,12.87,21.93
2024-09-19,Bourg-Ancien,16.97,12.87,20.46
2024-09-20,Bourg-Ancien,22.4,16.15,27.31
2024-09-21,Bourg-Ancien,13.81,11.18,18.83
2024-09-22,Bourg-Ancien,19.54,16.13,26.99
2024-09-23,Bourg-Ancien,17.22,11.52,21.57
2024-09-24,Bourg-Ancien,14.43,9.79,19.83
2024-09-25,Bourg-Ancien,13.44,10.46,15.4
2024-09-26,Bourg-Ancien,13.13,12.02,17.92
2024-09-27,Bourg-Ancien,18.38,13.97,24.13
2024-09-28,Bourg-Ancien,12.81,9.75,19.32
2024-09-29,Bourg-Ancien,16.57,12.34,19.74
2024-09-30,Bourg-Ancien,13.7,10.81,16.53
2024-10-01,Bourg-Ancien,10.93,8.79,20.31
2024-10-02,Bourg-Ancien,14.15,10.53,18.53
2024-10-03,Bourg-Ancien,15.11,8.71,21.39
2024-10-04,Bourg-Ancien,13.36,8.49,16.96
2024-10-05,Bourg-Ancien,19.61,16.09,24.59
2024-10-06,Bourg-Ancien,10.18,7.12,12.22
2024-10-07,Bourg-Ancien,15.62,12.71,17.88
2024-10-08,Bourg-Ancien,15.74,13.68,20.67
2024-10-09,Bourg-Ancien,16.7,13.35,21.61
2024-10-10,Bourg-Ancien,17.46,15.85,24.26
2024-10-11,Bourg-Ancien,15.2,13.02,20.04
2024-10-12,Bourg-Ancien,13.02,11.26,19.32
2024-10-13,Bourg-Ancien,11.97,9.29,20.83
2024-10-14,Bourg-Ancien,13.63,9.85,19.92
2024-10-15,Bourg-Ancien,14.28,12.51,17.96
2024-10-16,Bourg-Ancien,13.36,7.86,17.22
2024-10-17,Bourg-Ancien,9.82,5.56,12.98
2024-10-18,Bourg-Ancien,13.94,6.44,18.28
2024-10-19,Bourg-Ancien,9.4,8.35,16.39
2024-10-20,Bourg-Ancien,12.52,9.01,17.34
2024-10-21,Bourg-Ancien,12.03,9.85,17.47
2024-10-22,Bourg-Ancien,10.79,5.47,17.11
2024-10-23,Bourg-Ancien,7.05,4.16,13.65
2024-10-24,Bourg-Ancien,6.74,3.61,13.26
2024-10-25,Bourg-Ancien,14.38,8.66,19.09
2024-10-26,Bourg-Ancien,10.28,8.63,12.87
2024-10-27,Bourg-Ancien,8.65,1.49,13.91
2024-10-28,Bourg-Ancien,11.72,7.52,18.75
2024-10-29,Bourg-Ancien,14.78,7.47,20.82
2024-10-30,Bourg-Ancien,9.78,5.83,13.39
2024-10-31,Bourg-Ancien,12.23,10.23,16.59
2024-11-01,Bourg-Ancien,8.7,4.94,17.12
2024-11-02,Bourg-Ancien,12.26,9.42,16.62
2024-11-03,Bourg-Ancien,9.36,4.45,14.27
2024-11-04,Bourg-Ancien,7.71,3.32,14.67
2024-11-05,Bourg-Ancien,8.15,4.79,13.65
2024-11-06,Bourg-Ancien,8.7,1.41,11.18
2024-11-07,Bourg-Ancien,7.96,3.42,11.21
2024-11-08,Bourg-Ancien,5.53,1.8,6.64
2024-11-09,Bourg-Ancien,15.08,10.28,18.01
2024-11-10,Bourg-Ancien,9.36,6.2,12.89
2024-11-11,Bourg-Ancien,7.9,4.0,12.45
2024-11-12,Bourg-Ancien,11.49,6.07,16.96
2024-11-13,Bourg-Ancien,10.4,6.29,14.93
2024-11-14,Bourg-Ancien,9.49,6.13,17.42
2024-11-15,Bourg-Ancien,8.81,8.06,13.6
2024-11-16,Bourg-Ancien,8.45,3.91,16.02
2024-11-17,Bourg-Ancien,10.24,4.63,15.18
2024-11-18,Bourg-Ancien,10.81,8.52,16.55
2024-11-19,Bourg-Ancien,5.38,2.9,12.16
2024-11-20,Bourg-Ancien,8.54,2.86,15.49
2024-11-21,Bourg-Ancien,7.27,0.77,11.38
2024-11-22,Bourg-Ancien,3.26,-2.25,6.12
2024-11-23,Bourg-Ancien,12.06,9.83,18.09
2024-11-24,Bourg-Ancien,10.47,7.26,15.65
2024-11-25,Bourg-Ancien,4.37,1.58,9.85
2024-11-26,Bourg-Ancien,3.2,-2.53,7.87
2024-11-27,Bourg-Ancien,7.76,2.34,9.31
2024-11-28,Bourg-Ancien,10.89,8.04,16.47
2024-11-29,Bourg-Ancien,2.2,0.26,8.16
2024-11-30,Bourg-Ancien,12.3,9.98,14.52
2024-12-01,Bourg-Ancien,8.62,6.49,10.7
2024-12-02,Bourg-Ancien,7.42,0.49,14.39
2024-12-03,Bourg-Ancien,7.74,2.76,11.83
2024-12-04,Bourg-Ancien,5.33,2.12,8.75
2024-12-05,Bourg-Ancien,3.05,-1.28,8.81
2024-12-06,Bourg-Ancien,7.02,3.2,14.49
2024-12-07,Bourg-Ancien,5.93,-0.21,11.4
2024-12-08,Bourg-Ancien,-1.52,-5.63,1.6
2024-12-09,Bourg-Ancien,4.57,0.59,9.22
2024-12-10,Bourg-Ancien,6.12,2.73,10.76
2024-12-11,Bourg-Ancien,3.47,2.05,10.7
2024-12-12,Bourg-Ancien,2.84,-0.01,9.05
2024-12-13,Bourg-Ancien,1.53,1.01,8.63
2024-12-14,Bourg-Ancien,3.55,0.42,8.47
2024-12-15,Bourg-Ancien,2.54,-3.2,12.32
2024-12-16,Bourg-Ancien,6.33,3.43,11.45
2024-12-17,Bourg-Ancien,5.86,1.0,8.29
2024-12-18,Bourg-Ancien,7.1,5.78,12.18
2024-12-19,Bourg-Ancien,6.08,2.19,10.27
2024-12-20,Bourg-Ancien,8.17,3.98,12.68
2024-12-21,Bourg-Ancien,3.27,-1.0,8.82
2024-12-22,Bourg-Ancien,4.2,-0.9,11.45
2024-12-23,Bourg-Ancien,3.82,-0.24,10.41
2024-12-24,Bourg-Ancien,6.35,3.9,10.85
2024-12-25,Bourg-Ancien,7.0,3.08,10.8
2024-12-26,Bourg-Ancien,5.05,1.25,9.48
2024-12-27,Bourg-Ancien,7.43,4.59,10.46
2024-12-28,Bourg-Ancien,9.33,5.43,13.18
2024-12-29,Bourg-Ancien,5.36,1.01,10.93
2024-12-30,Bourg-Ancien,7.03,4.33,9.58
2024-12-31,Bourg-Ancien,3.95,-0.59,6.35
2025-01-01,Bourg-Ancien,3.77,1.8,7.51
2025-01-02,Bourg-Ancien,5.59,2.19,9.83
2025-01-03,Bourg-Ancien,1.1,-0.24,1.35
2025-01-04,Bourg-Ancien,5.83,2.98,11.71
2025-01-05,Bourg-Ancien,4.14,0.1,7.65
2025-01-06,Bourg-Ancien,2.15,-1.65,6.56
2025-01-07,Bourg-Ancien,2.24,-0.41,11.05
2025-01-08,Bourg-Ancien,3.82,1.5,7.77
2025-01-09,Bourg-Ancien,3.15,-2.87,6.25
2025-01-10,Bourg-Ancien,2.07,1.42,7.04
2025-01-11,Bourg-Ancien,4.08,0.22,8.8
2025-01-12,Bourg-Ancien,1.94,-3.19,5.33
2025-01-13,Bourg-Ancien,1.62,-3.51,8.64
2025-01-14,Bourg-Ancien,2.86,-5.15,5.49
2025-01-15,Bourg-Ancien,0.54,-0.33,7.52
2025-01-16,Bourg-Ancien,6.07,3.14,10.94
2025-01-17,Bourg-Ancien,5.83,1.65,10.64
2025-01-18,Bourg-Ancien,3.42,-1.01,10.05
2025-01-19,Bourg-Ancien,6.61,5.0,12.17
2025-01-20,Bourg-Ancien,2.86,-0.81,8.4
2025-01-21,Bourg-Ancien,2.28,-3.03,5.56
2025-01-22,Bourg-Ancien,4.11,0.67,10.71
2025-01-23,Bourg-Ancien,1.63,-3.99,4.54
2025-01-24,Bourg-Ancien,5.68,0.79,11.36
2025-01-25,Bourg-Ancien,0.43,-2.35,5.18
2025-01-26,Bourg-Ancien,6.03,2.49,12.56
2025-01-27,Bourg-Ancien,5.0,1.01,8.57
2025-01-28,Bourg-Ancien,2.87,-0.04,6.97
2025-01-29,Bourg-Ancien,6.36,0.38,10.35
2025-01-30,Bourg-Ancien,5.05,-0.08,13.42
2025-01-31,Bourg-Ancien,6.58,2.1,14.77
2025-02-01,Bourg-Ancien,6.31,1.4,12.1
2025-02-02,Bourg-Ancien,0.94,-1.98,6.07
2025-02-03,Bourg-Ancien,7.72,3.86,11.96
2025-02-04,Bourg-Ancien,7.71,1.01,11.94
2025-02-05,Bourg-Ancien,-0.2,-3.76,5.12
2025-02-06,Bourg-Ancien,5.43,2.78,13.51
2025-02-07,Bourg-Ancien,4.08,0.66,5.67
2025-02-08,Bourg-Ancien,6.99,2.0,12.84
2025-02-09,Bourg-Ancien,1.05,-3.93,8.46
2025-02-10,Bourg-Ancien,0.2,-2.71,4.85
2025-02-11,Bourg-Ancien,0.53,-4.25,5.5
2025-02-12,Bourg-Ancien,8.73,5.71,12.69
2025-02-13,Bourg-Ancien,1.93,-2.47,8.6
2025-02-14,Bourg-Ancien,3.97,0.89,9.48
2025-02-15,Bourg-Ancien,4.99,1.26,9.87
2025-02-16,Bourg-Ancien,7.21,3.72,12.95
2025-02-17,Bourg-Ancien,1.6,-2.82,6.97
2025-02-18,Bourg-Ancien,3.84,-0.31,9.57
2025-02-19,Bourg-Ancien,1.21,-4.3,5.76
2025-02-20,Bourg-Ancien,-0.61,-5.47,5.6
2025-02-21,Bourg-Ancien,0.23,-5.55,4.03
2025-02-22,Bourg-Ancien,6.81,5.03,14.29
2025-02-23,Bourg-Ancien,4.98,-1.47,12.03
2025-02-24,Bourg-Ancien,6.96,3.3,10.69
2025-02-25,Bourg-Ancien,1.41,0.05,3.95
2025-02-26,Bourg-Ancien,1.34,-4.64,6.6
2025-02-27,Bourg-Ancien,6.84,0.74,12.58
2025-02-28,Bourg-Ancien,3.37,-1.2,7.95
2025-03-01,Bourg-Ancien,3.6,-0.8,7.53
2025-03-02,Bourg-Ancien,3.73,-0.61,11.94
2025-03-03,Bourg-Ancien,11.25,8.44,16.57
2025-03-04,Bourg-Ancien,6.62,3.21,13.5
2025-03-05,Bourg-Ancien,8.28,3.54,12.03
2025-03-06,Bourg-Ancien,8.11,2.83,12.83
2025-03-07,Bourg-Ancien,6.77,0.81,13.39
2025-03-08,Bourg-Ancien,4.11,-1.02,6.4
2025-03-09,Bourg-Ancien,5.88,-1.1,11.15
2025-03-10,Bourg-Ancien,7.37,4.97,11.26
2025-03-11,Bourg-Ancien,5.71,2.51,10.3
2025-03-12,Bourg-Ancien,6.99,4.0,14.6
2025-03-13,Bourg-Ancien,8.38,5.53,11.71
2025-03-14,Bourg-Ancien,3.27,-0.98,8.56
2025-03-15,Bourg-Ancien,7.71,6.79,11.11
2025-03-16,Bourg-Ancien,8.45,6.04,12.84
2025-03-17,Bourg-Ancien,6.08,3.99,11.73
2025-03-18,Bourg-Ancien,8.02,3.94,10.26
2025-03-19,Bourg-Ancien,7.33,1.59,13.87
2025-03-20,Bourg-Ancien,10.88,6.3,14.68
2025-03-21,Bourg-Ancien,2.85,-1.64,6.41
2025-03-22,Bourg-Ancien,6.33,2.47,9.93
2025-03-23,Bourg-Ancien,12.13,8.19,16.19
2025-03-24,Bourg-Ancien,8.22,5.77,10.52
2025-03-25,Bourg-Ancien,9.91,3.58,13.2
2025-03-26,Bourg-Ancien,11.74,7.82,17.2
2025-03-27,Bourg-Ancien,8.76,3.3,13.96
2025-03-28,Bourg-Ancien,10.55,7.61,14.23
2025-03-29,Bourg-Ancien,8.68,6.07,10.84
2025-03-30,Bourg-Ancien,6.64,4.07,13.15
2025-03-31,Bourg-Ancien,6.36,1.57,11.21
2025-04-01,Bourg-Ancien,7.12,3.79,10.77
2025-04-02,Bourg-Ancien,11.16,9.1,13.92
2025-04-03,Bourg-Ancien,8.91,4.88,11.05
2025-04-04,Bourg-Ancien,10.53,3.58,15.82
2025-04-05,Bourg-Ancien,7.89,6.19,14.06
2025-04-06,Bourg-Ancien,12.88,9.76,19.99
2025-04-07,Bourg-Ancien,9.68,6.93,16.31
2025-04-08,Bourg-Ancien,10.91,7.6,16.6
2025-04-09,Bourg-Ancien,8.16,3.54,11.86
2025-04-10,Bourg-Ancien,8.3,4.06,12.06
2025-04-11,Bourg-Ancien,9.65,6.93,14.42
2025-04-12,Bourg-Ancien,8.45,5.15,13.32
2025-04-13,Bourg-Ancien,9.9,7.21,15.39
2025-04-14,Bourg-Ancien,9.63,6.75,18.82
2025-04-15,Bourg-Ancien,18.15,16.58,20.54
2025-04-16,Bourg-Ancien,11.87,6.96,17.77
2025-04-17,Bourg-Ancien,7.13,2.92,8.44
2025-04-18,Bourg-Ancien,11.53,10.4,16.15
2025-04-19,Bourg-Ancien,14.08,7.28,18.83
2025-04-20,Bourg-Ancien,9.65,5.52,12.14
2025-04-21,Bourg-Ancien,17.32,11.37,20.07
2025-04-22,Bourg-Ancien,12.05,9.11,15.76
2025-04-23,Bourg-Ancien,11.73,7.06,17.59
2025-04-24,Bourg-Ancien,13.2,8.7,15.73
2025-04-25,Bourg-Ancien,10.92,6.92,14.2
2025-04-26,Bourg-Ancien,13.51,11.48,16.48
2025-04-27,Bourg-Ancien,12.69,8.32,20.34
2025-04-28,Bourg-Ancien,13.95,12.6,21.16
2025-04-29,Bourg-Ancien,15.24,13.02,20.4
2025-04-30,Bourg-Ancien,14.24,11.28,21.76
2025-05-01,Bourg-Ancien,15.78,13.55,22.06
2025-05-02,Bourg-Ancien,16.75,12.53,18.42
2025-05-03,Bourg-Ancien,13.04,11.49,21.9
2025-05-04,Bourg-Ancien,11.2,6.59,16.71
2025-05-05,Bourg-Ancien,11.67,6.79,15.88
2025-05-06,Bourg-Ancien,16.54,12.51,19.4
2025-05-07,Bourg-Ancien,14.57,11.32,20.63
2025-05-08,Bourg-Ancien,13.26,10.76,19.75
2025-05-09,Bourg-Ancien,14.29,9.27,17.35
2025-05-10,Bourg-Ancien,15.02,12.31,19.65
2025-05-11,Bourg-Ancien,11.2,7.94,17.49
2025-05-12,Bourg-Ancien,14.66,7.9,18.73
2025-05-13,Bourg-Ancien,13.94,9.38,19.51
2025-05-14,Bourg-Ancien,14.28,12.37,20.14
2025-05-15,Bourg-Ancien,17.11,10.52,22.86
2025-05-16,Bourg-Ancien,17.71,13.14,24.47
2025-05-17,Bourg-Ancien,22.25,21.62,26.24
2025-05-18,Bourg-Ancien,17.48,12.24,23.06
2025-05-19,Bourg-Ancien,17.13,11.87,21.91
2025-05-20,Bourg-Ancien,18.48,14.41,25.0
2025-05-21,Bourg-Ancien,17.42,17.2,25.22
2025-05-22,Bourg-Ancien,20.62,18.17,24.2
2025-05-23,Bourg-Ancien,15.96,11.17,21.22
2025-05-24,Bourg-Ancien,15.99,11.32,20.26
2025-05-25,Bourg-Ancien,16.41,14.21,19.64
2025-05-26,Bourg-Ancien,18.7,14.56,24.75
2025-05-27,Bourg-Ancien,19.25,15.9,24.43
2025-05-28,Bourg-Ancien,13.7,8.28,19.33
2025-05-29,Bourg-Ancien,17.48,13.29,20.75
2025-05-30,Bourg-Ancien,13.9,9.9,18.27
2025-05-31,Bourg-Ancien,18.48,15.89,25.02
2025-06-01,Bourg-Ancien,20.06,14.67,24.2
2025-06-02,Bourg-Ancien,21.73,16.94,24.83
2025-06-03,Bourg-Ancien,16.91,14.93,20.02
2025-06-04,Bourg-Ancien,19.34,15.13,23.93
2025-06-05,Bourg-Ancien,20.53,15.84,26.9
2025-06-06,Bourg-Ancien,21.42,14.82,26.18
2025-06-07,Bourg-Ancien,18.87,12.35,25.93
2025-06-08,Bourg-Ancien,17.91,13.72,24.92
2025-06-09,Bourg-Ancien,13.98,9.31,18.07
2025-06-10,Bourg-Ancien,21.38,15.6,30.08
2025-06-11,Bourg-Ancien,16.67,12.84,20.6
2025-06-12,Bourg-Ancien,21.65,17.92,27.06
2025-06-13,Bourg-Ancien,18.63,17.55,24.54
2025-06-14,Bourg-Ancien,22.02,16.55,28.23
2025-06-15,Bourg-Ancien,18.22,13.24,24.01
2025-06-16,Bourg-Ancien,19.68,17.06,25.47
2025-06-17,Bourg-Ancien,20.02,19.04,26.44
2025-06-18,Bourg-Ancien,22.85,19.57,27.67
2025-06-19,Bourg-Ancien,17.48,11.28,23.72
2025-06-20,Bourg-Ancien,21.55,18.2,26.95
2025-06-21,Bourg-Ancien,19.52,16.11,27.78
2025-06-22,Bourg-Ancien,21.33,16.66,24.33
2025-06-23,Bourg-Ancien,21.27,17.09,26.32
2025-06-24,Bourg-Ancien,17.2,13.29,24.27
2025-06-25,Bourg-Ancien,20.15,16.87,21.15
2025-06-26,Bourg-Ancien,24.64,21.84,31.38
2025-06-27,Bourg-Ancien,22.94,20.89,25.19
2025-06-28,Bourg-Ancien,22.54,19.15,26.53
2025-06-29,Bourg-Ancien,20.36,16.0,27.07
2025-06-30,Bourg-Ancien,23.81,19.47,29.28
2025-07-01,Bourg-Ancien,20.47,14.64,25.86
2025-07-02,Bourg-Ancien,19.65,12.74,20.69
2025-07-03,Bourg-Ancien,19.58,15.67,24.2
2025-07-04,Bourg-Ancien,22.09,17.0,26.03
2025-07-05,Bourg-Ancien,21.93,18.77,24.96
2025-07-06,Bourg-Ancien,17.98,13.71,22.72
2025-07-07,Bourg-Ancien,17.42,12.26,22.88
2025-07-08,Bourg-Ancien,22.32,20.44,31.61
2025-07-09,Bourg-Ancien,21.62,18.12,26.11
2025-07-10,Bourg-Ancien,17.46,14.21,24.35
2025-07-11,Bourg-Ancien,17.19,12.17,20.56
2025-07-12,Bourg-Ancien,21.97,17.7,28.22
2025-07-13,Bourg-Ancien,20.08,14.82,26.36
2025-07-14,Bourg-Ancien,15.6,13.44,20.25
2025-07-15,Bourg-Ancien,21.92,14.98,26.06
2025-07-16,Bourg-Ancien,23.72,20.58,29.27
2025-07-17,Bourg-Ancien,18.14,15.95,24.84
2025-07-18,Bourg-Ancien,19.21,14.4,25.88
2025-07-19,Bourg-Ancien,19.09,18.8,27.02
2025-07-20,Bourg-Ancien,20.39,18.8,25.35
2025-07-21,Bourg-Ancien,24.48,16.84,33.43
2025-07-22,Bourg-Ancien,12.76,7.24,18.81
2025-07-23,Bourg-Ancien,27.53,23.7,32.88
2025-07-24,Bourg-Ancien,22.93,20.68,28.41
2025-07-25,Bourg-Ancien,21.31,15.63,26.57
2025-07-26,Bourg-Ancien,23.18,21.19,25.28
2025-07-27,Bourg-Ancien,25.22,22.15,33.06
2025-07-28,Bourg-Ancien,20.18,17.99,24.82
2025-07-29,Bourg-Ancien,20.34,16.74,23.02
2025-07-30,Bourg-Ancien,24.65,18.49,29.46
2025-07-31,Bourg-Ancien,22.6,19.52,26.74
2025-08-01,Bourg-Ancien,22.89,17.92,30.72
2025-08-02,Bourg-Ancien,20.33,14.95,22.59
2025-08-03,Bourg-Ancien,20.41,17.25,26.02
2025-08-04,Bourg-Ancien,22.65,20.34,24.23
2025-08-05,Bourg-Ancien,19.86,14.65,21.25
2025-08-06,Bourg-Ancien,23.82,22.24,26.89
2025-08-07,Bourg-Ancien,18.77,15.35,22.33
2025-08-08,Bourg-Ancien,21.23,15.42,27.33
2025-08-09,Bourg-Ancien,18.7,13.7,22.21
2025-08-10,Bourg-Ancien,24.55,20.82,31.48
2025-08-11,Bourg-Ancien,22.1,18.71,28.69
2025-08-12,Bourg-Ancien,15.71,8.51,21.03
2025-08-13,Bourg-Ancien,16.13,13.7,22.64
2025-08-14,Bourg-Ancien,21.01,17.94,26.34
2025-08-15,Bourg-Ancien,17.76,12.85,23.06
2025-08-16,Bourg-Ancien,20.6,17.14,24.52
2025-08-17,Bourg-Ancien,20.63,14.97,21.62
2025-08-18,Bourg-Ancien,22.71,18.27,30.14
2025-08-19,Bourg-Ancien,20.78,17.21,25.45
2025-08-20,Bourg-Ancien,14.24,11.05,21.38
2025-08-21,Bourg-Ancien,21.43,18.69,27.92
2025-08-22,Bourg-Ancien,17.8,13.14,21.37
2025-08-23,Bourg-Ancien,16.09,13.8,21.33
2025-08-24,Bourg-Ancien,13.66,7.04,21.01
2025-08-25,Bourg-Ancien,22.61,18.12,26.34
2025-08-26,Bourg-Ancien,21.98,18.63,27.45
2025-08-27,Bourg-Ancien,15.71,10.0,21.16
2025-08-28,Bourg-Ancien,20.08,14.06,22.91
2025-08-29,Bourg-Ancien,23.31,20.35,26.25
2025-08-30,Bourg-Ancien,21.98,17.56,29.78
2025-08-31,Bourg-Ancien,19.15,14.25,22.47
2025-09-01,Bourg-Ancien,21.82,16.94,29.64
2025-09-02,Bourg-Ancien,18.0,12.42,24.58
2025-09-03,Bourg-Ancien,18.48,17.16,26.09
2025-09-04,Bourg-Ancien,22.41,18.67,26.22
2025-09-05,Bourg-Ancien,19.65,13.45,27.72
2025-09-06,Bourg-Ancien,16.01,12.94,22.39
2025-09-07,Bourg-Ancien,22.32,20.07,26.76
2025-09-08,Bourg-Ancien,20.9,17.01,24.79
2025-09-09,Bourg-Ancien,19.31,15.01,22.99
